sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
16107,Vitamina E 400 U.I x 30 Capsulas,https://www.farmaloop.cl/products/vitamina-e-400-ui-x-30-capsulas-16107/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),B Y B FARMACEUTICA LTDA,,Capsula,vitamina e,"Sin P.Activo,Vitamina E",93df4581-c20e-43c1-933f-c6cc82077674
110710,Vitamina E 400 U.I.,https://www.farmaloop.cl/products/vitamina-e-400-ui-110710/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,Unidad,,"Sin P.Activo,Vitamina E",93df4581-c20e-43c1-933f-c6cc82077674
86579,Fitomenadiona 10Mg.(Vitamina K) Ampolla,https://www.farmaloop.cl/products/fitomenadiona-10mgvitamina-k-ampolla-86579/,true,Medicamentos,Suplementos,,,0,Venta directa (Sin receta),LAB.BIOSANO S.A.,LAB.BIOSANO S.A.,Ampolla,,Sin principio activo,a86c5343-fcac-40d7-bb54-bc232467a834
86519,Cianocobalamina 0.1Mg.Ampolla,https://www.farmaloop.cl/products/cianocobalamina-01mgampolla-86519/,true,Medicamentos,Suplementos,,,0,Presentación receta médica,LAB.BIOSANO S.A.,,Ampolla,,Sin principio activo,a86c5343-fcac-40d7-bb54-bc232467a834
140322,Spirulina Premium Algae x 180 Cápsulas,https://www.farmaloop.cl/products/spirulina-premium-algae-x-180-capsulas-140322/,true,Suplementos y Vitaminas,Suplementos,9530,15990,0,Venta directa (Sin receta),NUTRAPHARM,,Capsula,spirulina,Spirulina,b7c0c459-64d8-4e7b-a06d-c1ceec36f540
139375,Spirulina 500 mg Sunvit 180 Comprimidos,https://www.farmaloop.cl/products/spirulina-500-mg-x-180-comprimidos-139375/,true,Suplementos y Vitaminas,Suplementos,14990,19990,5,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Tableta,spirulina,Spirulina,b7c0c459-64d8-4e7b-a06d-c1ceec36f540
140617,Spirulina 30 Cápsulas Blandas,https://www.farmaloop.cl/products/spirulina-30-capsulas-blandas-140617/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SUPLALIM LTDA,,Capsula,spirulina,Spirulina,b7c0c459-64d8-4e7b-a06d-c1ceec36f540
100914,Endolce Stevia 500 Tabletas,https://www.farmaloop.cl/products/endolce-stevia-500-tabletas-100914/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,,Sucralosa,e2f8bd23-8115-4e6b-8fa8-d79dfa4c1d14
105683,Edulcorante 440 Tabletas,https://www.farmaloop.cl/products/edulcorante-440-tabletas-105683/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS RECALCINE SA,,Unidad,,Sucralosa,e2f8bd23-8115-4e6b-8fa8-d79dfa4c1d14
140763,Sulfato de Magnesio Solución Inyectable 25% 5 ml x 100 Ampollas,https://www.farmaloop.cl/products/sulfato-de-magnesio-solucion-inyectable-25-5-ml-x-100-ampollas-140763/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,FRESENIUS KABI CHILE LTDA.,,Ampolla,sulfato de magnesio,Sulfato de Magnesio,5a3b87ea-a7cc-4cc2-be33-2f34cf6bda78
106973,Alta Zinc 10 mg x 40 Comprimidos,https://www.farmaloop.cl/products/alta-zinc-10-mg-x-40-comprimidos-106973/,true,Suplementos y Vitaminas,Vitaminas y Minerales,18150,22690,11,Presentación receta médica,LABORATORIOS SAVAL S A,,Comprimido,sulfato de zinc,Sulfato De Zinc,78a0dea4-d9ce-4700-b066-ca62f66ffaa3
83152,Zincovit Gotas x 30 ml,https://www.farmaloop.cl/products/zincovit-gotas-x-30-ml-83152/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,ITF-LABOMED FARMACEUTICA LTDA.,,Unidad,,Sulfato De Zinc,78a0dea4-d9ce-4700-b066-ca62f66ffaa3
96535,Vitde 800 UI Vitamina D3 Gotas 20 ml,https://www.farmaloop.cl/products/vitde-800-ui-gotas-x-20-ml-96535/,true,Suplementos y Vitaminas,Vitaminas y Minerales,18990,26190,2,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,100 ml,vitamina d3 800 UI,Suplemento Alimentario,68c6d55d-4557-4763-858b-853a05ef7219
140688,CN Renal - 400 Gramos,https://www.farmaloop.cl/products/cn-renal-400-gramos-140688/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,100 g,suplemento nutricional,Suplemento Nutricional,d3fa0c94-690f-477e-99dc-86033f866709
139865,CN PLUS,https://www.farmaloop.cl/products/cn-plus-139865/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GLOBAL FOODS SPA,,100 g,suplemento nutricional enriquecido en proteinas | omega 3 y fibra.,"Suplemento nutricional enriquecido en proteínas, Omega 3 y fibra.",bd3dd2c6-067b-4d8f-b56e-56574d0a33cb
140684,CN Renal 400 Gramos Sabor dulce de leche ,https://www.farmaloop.cl/products/cn-renal-400-gramos-sabor-dulce-de-leche-140684/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GLOBAL FOODS SPA,,100 g,suplementos,Suplementos,be2b6e0c-3d59-46e1-af93-7e006298249a
86670,Tiamina Clorhidrato 30mgAmpolla,https://www.farmaloop.cl/products/tiamina-clorhidrato-30mgampolla-86670/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LAB.BIOSANO S.A.,,Unidad,,Tiamina,a274fb74-2af7-486d-bf9d-5521740475e1
97475,Tiamina Clorhidrato 30mgAmpolla,https://www.farmaloop.cl/products/tiamina-clorhidrato-30mgampolla-97475/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SANDERSON SA,,Unidad,,Tiamina,a274fb74-2af7-486d-bf9d-5521740475e1
86669,Tiamina Clorhidrato 30mgAmpolla,https://www.farmaloop.cl/products/tiamina-clorhidrato-30mgampolla-86669/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LAB.BIOSANO S.A.,,Unidad,tiamina,Tiamina,a274fb74-2af7-486d-bf9d-5521740475e1
150189,Tiamina Clorhidrato 30mg/ml x 100 Ampollas ,https://www.farmaloop.cl/products/tiamina-clorhidrato-30mgml-x-100-ampollas-150189/,false,Medicamentos,Suplementos,,,0,Presentación receta médica,DIFEM LABORATORIOS S A,,Ampolla,tiamina,Tiamina,a274fb74-2af7-486d-bf9d-5521740475e1
86675,Vitaminas B1-B6-B12 10.000 Ampolla,https://www.farmaloop.cl/products/vitaminas-b1b6b12-10000-ampolla-86675/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LAB.BIOSANO S.A.,,Ampolla,tiamina (vitamina b1) | piridoxina (vitamina b6) | cianocobalamina (vitamina b12) | azafran,"Tiamina (Vitamina B1),Piridoxina (Vitamina B6),Cianocobalamina (Vitamina B12),Azafran",757030d7-0b59-48b7-adf2-dabd3da472cc
138648,B-Complex x 30 Capsulas,https://www.farmaloop.cl/products/bcomplex-x-30-capsulas-138648/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SUPLALIM LTDA,,Capsula,tiamina (vitamina b1) | riboflavina (vitamina b2) | niacinamida (vitamina b3) | piridoxina (vitamina b6) | acido folico (vitamina b9) | cianocobalamina (vitamina b12) | biotina (vitamina h) | acido patotenico | colina bitartrato | inositol,"Tiamina (Vitamina B1),Riboflavina (Vitamina B2),Niacinamida (Vitamina B3),Piridoxina (Vitamina B6),Acido Folico (Vitamina B9),Cianocobalamina (Vitamina B12),Biotina (Vitamina H),Acido Patotenico, Colina Bitartrato,Inositol",a9fba12f-f39d-4017-8fa7-6d8f477c18c5
138708,B-Complex Nutrapharm 90 Comprimidos,https://www.farmaloop.cl/products/bcomplex-x-90-comprimidos-138708/,true,Suplementos y Vitaminas,Vitaminas y Minerales,6900,8990,0,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,tiamina (vitamina b1) | riboflavina (vitamina b2) | niconamida (vitamina b3) | piridoxina (vitamina b6) | acido folico (vitamina b9) | cianocobalamina (vitamina b12) | biotina (vitamina h),"Tiamina (Vitamina B1),Riboflavina (Vitamina B2),Niconamida (Vitamina B3),Piridoxina (Vitamina B6),Acido Folico (Vitamina B9),Cianocobalamina (Vitamina B12),Biotina (Vitamina H)",ab378767-2888-4b17-b5f9-1ff2a1c875e4
106846,Tol Total Multivitamí­nico Jarabe 100ml,https://www.farmaloop.cl/products/tol-total-jarabe-100-ml-106846/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3000,14690,0,Venta directa (Sin receta),LABORATORIOS SAVAL S A,,Unidad,,"Tiamina,Piridoxina,Cianocobalamina",aecfe93e-e5fd-4f82-a03f-d93066ac1737
106842,Tol 12 Forte 5.000 Sol.Iny. Ampolla 2ml,https://www.farmaloop.cl/products/tol-12-forte-5000-soliny-ampolla-2ml-106842/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS SAVAL S A,,Ampolla,,"Tiamina,Piridoxina,Cianocobalamina",aecfe93e-e5fd-4f82-a03f-d93066ac1737
106845,Tol 12 Oral x 250 ml,https://www.farmaloop.cl/products/tol-12-oral-x-250-ml-106845/,true,Suplementos y Vitaminas,Vitaminas y Minerales,11830,14790,15,Presentación receta médica,LABORATORIOS SAVAL S A,,100 ml,tiamina | piridoxina | cianocobalamina,"Tiamina,Piridoxina,Cianocobalamina",aecfe93e-e5fd-4f82-a03f-d93066ac1737
106841,Tol 12 Forte 10.000 Sol.Iny.Ampolla 2ml,https://www.farmaloop.cl/products/tol-12-forte-10000-solinyampolla-2ml-106841/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS SAVAL S A,,Ampolla,tiamina | piridoxina | cianocobalamina,"Tiamina,Piridoxina,Cianocobalamina",aecfe93e-e5fd-4f82-a03f-d93066ac1737
140374,Seredan x 60 Cápsulas,https://www.farmaloop.cl/products/seredan-x-60-capsulas-140374/,true,Suplementos y Vitaminas,Vitaminas y Minerales,8990,8990,3,Venta directa (Sin receta),OPKO CHILE S.A.,,Capsula,triptofano | vitamina b6 | vitamina b2 | vitamina b3 | magnesio,Triptófano ; Vitamina B6 ; Vitamina B2 ; Vitamina B3 ; Magnesio,b2e79c50-4afb-4536-856e-e1603f352d20
125931,Engystol 50 Comprimidos,https://www.farmaloop.cl/products/engystol-x-50-comprimidos-125931/,true,Suplementos y Vitaminas,Suplementos,17640,24390,0,Venta directa (Sin receta),PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,Comprimido,vincetoxicum hirundinaria d10 | vincetoxicum hirundinaria d30 | vincetoxicum hirundinaria d6 | sulfur d4 | sulfur d10,"Vincetoxicum Hirundinaria D10,Vincetoxicum Hirundinaria D30,Vincetoxicum Hirundinaria D6,Sulfur D4,Sulfur D10",7ffae475-5a50-4427-9459-5a307f508b0b
106928,Vitayde-C Vitaminas Adc Gotas,https://www.farmaloop.cl/products/vitaydec-vitaminas-adc-gotas-106928/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIOS SAVAL S A,,100 ml,,"Vitamina A,Vitamina D,Vitamina C",1332a4f4-9c1b-4c18-a916-a8ef9c709e74
150257,Vitaminas ACD x 30ml,https://www.farmaloop.cl/products/vitaminas-acd-x-30ml-150257/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Presentación receta médica,LABORATORIO HOSPIFARMA CHILE LIMITADA,,Unidad,vitamina a | vitamina d | vitamina c,"Vitamina A,Vitamina D,Vitamina C",1332a4f4-9c1b-4c18-a916-a8ef9c709e74
139885,B-Complex Sunvit 100 Tabletas,https://www.farmaloop.cl/products/bcomplex-x-100-tabletas-139885/,true,Suplementos y Vitaminas,Vitaminas y Minerales,9800,14990,3,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,SUNVIT LIFE,Tableta,vitamina b,Vitamina B,c654e49a-7c8e-43da-b2cb-9077c143dac6
140100,B-Complex 20 Tabletas Efervescentes (German Energy),https://www.farmaloop.cl/products/bcomplex-x-20-tabletas-efervescentes-german-energy-140100/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3190,3990,7,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,vitamina b,Vitamina B,c654e49a-7c8e-43da-b2cb-9077c143dac6
139887,B-Complex Sundown 100 Comprimidos ,https://www.farmaloop.cl/products/bcomplex-100-comprimidos-sundown-139887/,true,Suplementos y Vitaminas,Vitaminas y Minerales,13990,16990,1,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,SUNDOWN,Tableta,,Vitamina B,c654e49a-7c8e-43da-b2cb-9077c143dac6
139946,Beta-Complex (30 caps),https://www.farmaloop.cl/products/betacomplex-30-caps-139946/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),EUROFARMA CHILE S.A.,,Capsula,vitamina b (complejo),Vitamina B (Complejo),6102ad15-25ce-4ff2-bb41-a08aff48ebb4
101018,Crevet light 500mg x 32 Comprimidos Masticables,https://www.farmaloop.cl/products/crevet-light-500mg-x-32-comprimidos-masticables-101018/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
139968,Cebion Fresa 100 mg Gotas 30 mL,https://www.farmaloop.cl/products/cebion-fresa-100-mg-gotas-30-ml-139968/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,100 ml,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140405,Vitamina C 500 mg x 60 Cápsulas,https://www.farmaloop.cl/products/vitamina-c-500-mg-x-60-capsulas-140405/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),PRONAT LABS CHILE,,Cápsula,vitamina c 500 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
117952,Vitamina C 1000 mg x 60 Cápsulas,https://www.farmaloop.cl/products/vitamina-c-1000-mg-x-60-capsulas-117952/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SPRINGLIFE,SPRINGLIFE,Cápsula,vitamina c 1000 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
139966,Cebion Vitamina C 2000 mg 20 Comprimidos Efervecentes,https://www.farmaloop.cl/products/cebion-vitamina-c-2000-mg-20-comprimidos-efervecentes-139966/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
139872,Vitamina C 1000 mg  Sundown 133 Comprimidos,https://www.farmaloop.cl/products/vitamina-c-sundown-1000-mg-x-133-capsulas-139872/,true,Suplementos y Vitaminas,Vitaminas y Minerales,15990,19899,2,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Comprimido,vitamina c,VITAMINA C,eb8e641f-9d63-4e4e-8610-29d4418ab880
140131,Vitamina C 1000 mg Sabor Limón 20 Comprimidos Efervescentes (German Energy),https://www.farmaloop.cl/products/vitamina-c-1000-mg-sabor-limon-x-20-comp-efervescentes-german-energy-140131/,true,Suplementos y Vitaminas,Vitaminas y Minerales,2790,3490,24,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
100945,Vitamina C 500mgMultisabor,https://www.farmaloop.cl/products/vitamina-c-500mgmultisabor-100945/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140768,Vitarama C 100mg x 100 Comprimidos,https://www.farmaloop.cl/products/vitarama-c-100mg-x-100-comprimidos-140768/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),OPKO CHILE S.A.,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
97887,Vitamina C 100 mg x 100 Comprimidos Masticables,https://www.farmaloop.cl/products/vitamina-c-100-mg-x-100-comprimidos-masticables-97887/,true,Suplementos y Vitaminas,Vitaminas y Minerales,1500,3450,0,Venta directa (Sin receta),LABORATORIO VALMA LIMITADA,,Comprimido,vitamina c 100 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
101001,Vitamina C 500 mg,https://www.farmaloop.cl/products/vitamina-c-500-mg-101001/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
110879,Mintavit C 100 mg x 100 Comprimidos,https://www.farmaloop.cl/products/mintavit-c-100-mg-x-100-comprimidos-110879/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),MEDICAL INTERNATIONAL LABORATORIES CORPORATION S.A.,,Unidad,vitamina c 100 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140770,Vitarama C Forte 1000mg x 20 Tabletas Efervecentes,https://www.farmaloop.cl/products/vitarama-c-forte-1000mg-x-20-tabletas-efervecentes-140770/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),OPKO CHILE S.A.,,Tableta,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140456,Vitamina C 500mg x 30 Cápsulas ,https://www.farmaloop.cl/products/vitamina-c-500mg-x-30-capsulas-140456/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),PRONAT LABS CHILE,,Cápsula,vitamina c 500 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
121195,Easylife Vitamin C Berriesx 20 Tab Eferv,https://www.farmaloop.cl/products/easylife-vitamin-c-berriesx-20-tab-eferv-121195/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),PHARMARIS CHILE SPA,,Unidad,,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
97917,Vitamina C 100Mg Frasco x 200 Comprimidos,https://www.farmaloop.cl/products/vitamina-c-100mg-frasco-x-200-comprimidos-97917/,false,Suplementos y Vitaminas,Vitaminas,2290,2600,0,Venta directa (Sin receta),LABORATORIO VALMA LIMITADA,,Comprimido,vitamina c,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140633,Crevet Light Vitamina C 500mg 32 Comprimidos Masticables,https://www.farmaloop.cl/products/crevet-light-vitamina-c-500-mg-32-comprimidos-140633/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3690,4690,20,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,acido ascorbico (vitamina c) 500 mg,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
100934,Vitamina C 100mg Masticables Multisabor,https://www.farmaloop.cl/products/vitamina-c-100mg-masticables-multisabor-100934/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,,Vitamina C,1363044a-71fa-48e3-b184-582b72bfaf87
140471,CRANBERRY VITAMINA C VITAMINA E GOMITAS X 60,https://www.farmaloop.cl/products/cranberry-vitamina-c-vitamina-e-gomitas-x-60-140471/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Caramelo,vitamina c y e,Vitamina C y E,c6c6264d-f068-413d-9d4d-5f91d2ffcac6
140500,Multivitaminas + Minerales x 20 Tabletas Efervescentes (German Energy),https://www.farmaloop.cl/products/multivitaminas-minerales-x-20-tabletas-efervescentes-german-energy-140500/,true,Suplementos y Vitaminas,Vitaminas y Minerales,2990,3990,1,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,vitamina c | vitamina e | vitaminas b1 | b2 | b3 | b5 | b6 | biotina | acido folico | b12 | calcio y magnesio,"vitamina C, vitamina E, vitaminas B1, B2, B3, B5, B6, Biotina, ácido fólico, B12, calcio y magnesio",3b28673c-6766-49a6-8e39-8547596bab27
127086,Flurelle,https://www.farmaloop.cl/products/flurelle-127086/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),RAMIREZ Y SANCHEZ LTDA.,,Unidad,,"Vitamina C,Cranberry",9f0b3f7d-e342-48ac-8163-4374ae080b98
130153,Cranberry 150mg,https://www.farmaloop.cl/products/cranberry-150mg-130153/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SOCIEDAD COMERCIALIZADORA DE SUPLEMENTOS ALIMENTICIOS S.A.,,Unidad,,"Vitamina C,Cranberry",9f0b3f7d-e342-48ac-8163-4374ae080b98
96540,Inmucel Vitamina C + Probioticos,https://www.farmaloop.cl/products/inmucel-vitamina-c-probioticos-96540/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO PASTEUR S.A.,,Unidad,,"Vitamina C,Lactobacillus",9f5a82ec-a882-4c52-9a73-2767be3710e5
131575,Magnatil C x 30 Comprimidos Efervescentes,https://www.farmaloop.cl/products/magnatil-c-x-30-comprimidos-efervescentes-131575/,true,Suplementos y Vitaminas,Suplementos,30260,34390,0,Venta directa (Sin receta),TECNOFARMA S.A.,,Comprimido,vitamina c 500 mg | sulfato magnesio 353 mg | oxido de magnesio 165 mg,"Vitamina C,Sulfato Magnesio",8a86e415-3cca-45f4-aed2-6da31967cd62
83080,Zincovit Comprimidos,https://www.farmaloop.cl/products/zincovit-comprimidos-83080/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Comprimido,,"Vitamina C,Vitamina A,Zinc,Vitamina E",7020745c-b831-4709-aca2-dac0d6b5a20c
140096,Vitamina C + Zinc 20 Tabletas Efervescentes (German Energy),https://www.farmaloop.cl/products/vitamina-c-zinc-x-20-tabletas-efervescentes-german-energy-140096/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3750,4990,0,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,vitamina c | zinc,Vitamina C; Zinc,5fc8cf9c-5176-47d5-8e5a-dd923986c8e3
139886,Vitamina D 400 UI Sundown 100 Cápsulas Softgels,https://www.farmaloop.cl/products/vitamina-d-400-ui-x-100-capsulas-blandas-139886/,true,Suplementos y Vitaminas,Vitaminas y Minerales,10490,13990,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,SUNDOWN,Cápsula,vitamina d 400 UI,Vitamina D,fdae252f-70a8-4d07-9672-f7e3fa0be578
139874,Vitamina D 800 UI Sunvit 120 Tabletas,https://www.farmaloop.cl/products/vitamina-d-800-iu-120-tabs-139874/,true,Suplementos y Vitaminas,Vitaminas y Minerales,12650,17990,2,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,SUNVIT LIFE,Comprimido,vitamina d 800 UI,Vitamina D,fdae252f-70a8-4d07-9672-f7e3fa0be578
140697,Infor Vit D3 800 UI Solución Para Gotas Orales 30ml,https://www.farmaloop.cl/products/infor-vit-d3-800-ui-x-30-ml-solucion-para-gotas-orales-140697/,true,Suplementos y Vitaminas,Vitaminas y Minerales,11990,20690,10,Venta directa (Sin receta),LABORATORIOS PRATER S A,INFORVIT,Unidad,vitamina d 800 UI,Vitamina D,fdae252f-70a8-4d07-9672-f7e3fa0be578
101153,InforVit Vitamina D3 800 Ui x 30 comprimidos,https://www.farmaloop.cl/products/inforvit-vitamina-d3-800-ui-x-30-comprimidos-101153/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Comprimido,vitamina d,Vitamina D,fdae252f-70a8-4d07-9672-f7e3fa0be578
55370,Detres Comprimidos 800 Ui,https://www.farmaloop.cl/products/detres-comprimidos-800-ui-55370/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),Gadorpharma SpA,,Unidad,,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
55371,Detres Comprimidos 800 UI x 30 Comprimidos,https://www.farmaloop.cl/products/detres-comprimidos-800-ui-x-30-comprimidos-55371/,true,Suplementos y Vitaminas,Vitaminas y Minerales,6590,14830,0,Venta directa (Sin receta),Gadorpharma SpA,DETRES,Comprimido,vitamina d3 800 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
98483,DVida 800 UI 35 Cápsulas Blandas,https://www.farmaloop.cl/products/dvida-800-ui-x-35-capsulas-blandas-98483/,true,Suplementos y Vitaminas,Vitaminas y Minerales,14950,18690,6,Venta directa (Sin receta),LABORATORIOS ANDROMACO S A,,Capsula,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
140325,Vitamina D3 800 UI Nutrapharm 100 Comprimidos,https://www.farmaloop.cl/products/vitamina-d3-800-ui-x-100-comprimidos-140325/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7700,10990,8,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,vitamina d3 800 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
139647,Dvidamax 100000 UI x 1 g Polvo Para Suspensión Oral,https://www.farmaloop.cl/products/dvidamax-100000-ui-x-1-g-polvo-para-suspension-oral-139647/,true,Suplementos y Vitaminas,Vitaminas y Minerales,5000,27490,0,Venta directa (Sin receta),LABORATORIOS ANDROMACO S A,,Unidad,vitamina d3 100000 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
104697,Acuode 50000 UI x 2 Sobres Polvo Para Solución Oral,https://www.farmaloop.cl/products/acuode-50000-ui-x-2-sobres-polvo-para-solucion-oral-104697/,true,Suplementos y Vitaminas,Vitaminas y Minerales,14590,20290,0,Presentación receta médica,LABORATORIOS RECALCINE SA,,Sobre,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
140632,Deblax 100.000 UI x 1 Cápsulas Blanda,https://www.farmaloop.cl/products/deblax-100000-ui-x-1-capsulas-blanda-140632/,false,Suplementos y Vitaminas,Vitaminas y Minerales,15890,17590,0,Presentación receta médica,TECNOFARMA S.A.,,Cápsula,vitamina d3 1000000 UI,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
140101,Vitamina D 3 800 UI X 20 Tabletas Efervescentes (German Energy),https://www.farmaloop.cl/products/vitamina-d-3-800-ui-x-20-tabletas-efervescentes-german-energy-140101/,true,Suplementos y Vitaminas,Vitaminas y Minerales,3000,3690,10,Venta directa (Sin receta),SOC MEDICA IMPORTADORA Y COMERCIALIZADORA BIOPLUS SPA,,Tableta,vitamina d3,Vitamina D3,f0b6ad32-36fc-4c3c-af6a-2460f4281647
